,tconst,startYear,runtimeMinutes,genres,title
0,tt0013274,2021,94,Documentary,Histoire de la guerre civile
3,tt0035423,2001,118,"Comedy,Fantasy,Romance",Kate et Léopold
4,tt0036606,1983,118,"Drama,War",Les Coeurs captifs
5,tt0038687,1980,58,"Documentary,War",Que la lumière soit
6,tt0059325,1990,100,"Drama,Romance",Génération 45
7,tt0062181,1981,80,Drama,Haut les mains!
8,tt0062336,2020,70,Drama,El Tango del Viudo y Su Espejo Deformante
9,tt0064820,1989,81,"Comedy,Crime",Harry Plotnick seul contre tous
10,tt0065530,1983,108,Drama,Le cercle des passions
11,tt0066151,1986,92,"Action,Adventure",Ninja invasion
13,tt0067100,1981,77,"Action,Drama,Thriller",Attaque à mains nues
14,tt0067625,1986,96,"Drama,War",La vérification
15,tt0069049,2018,122,Drama,De l'autre côté du vent
16,tt0073537,1982,95,"Crime,Drama,Horror",Déclics
17,tt0073706,1981,94,"Documentary,Horror",Shocking Asia - L'Asie interdite
18,tt0075035,1982,93,"Horror,Sci-Fi",Panique
19,tt0075745,1985,88,Drama,Au-delà de la raison
20,tt0075816,1981,88,Comedy,Rosa
22,tt0076043,1980,139,Drama,Fontamara
23,tt0076276,1980,86,"Adventure,Comedy,Drama",Qui chante là-bas?
24,tt0076396,1983,93,Action,Le liquidateur
25,tt0076709,1980,96,"Action,Crime,Mystery",Le jeu de la mort II
26,tt0076733,1981,115,Documentary,Sois belle et tais-toi
27,tt0077428,1980,95,"Comedy,Crime",2 affreux sur le sable
28,tt0077472,1981,87,"Action,Drama",Dragon 'Bruce' Lee - Part II
30,tt0077567,1980,90,Horror,L'auberge du dragon volant
31,tt0077645,1980,88,"Action,Thriller",L'implacable Défi
32,tt0077722,1982,170,"Biography,Drama,Romance",L'île des amours
33,tt0077731,1982,90,Comedy,Emanuelle in the Country
34,tt0078053,1980,96,Thriller,Deux espionnes avec un petit slip à fleurs
36,tt0078178,1982,100,"Comedy,Drama",Le rose et le blanc
37,tt0078349,1981,75,"Adventure,Animation,Family",Le Lac des Cygnes
38,tt0078356,1980,119,Drama,Tusk
40,tt0078393,1983,89,"Action,Mystery",Bastard Swordsman
41,tt0078428,1980,101,"Action,Drama",Shaolin contre Wu Tong
42,tt0078733,1981,83,Adult,Adolescentes au pensionnat
44,tt0078749,1980,92,"Adventure,Horror,Sci-Fi",Le monstre attaque
45,tt0078765,1980,91,"Comedy,Drama",American Success
46,tt0078785,1980,90,Drama,Anthracite
47,tt0078806,1980,101,"Horror,Thriller",Les 13 marches de l'angoisse
48,tt0078813,1980,125,Comedy,L'avare
49,tt0078853,1980,89,"Comedy,Crime","Car-Napping - Bestellt, geklaut, geliefert"
50,tt0078868,1980,105,Drama,Confiance
51,tt0078871,1981,90,"Drama,Horror",Exorcisme noir
53,tt0078880,1980,78,"Crime,Horror,Thriller",Le tueur de Manhattan
54,tt0078895,1980,87,"Drama,Thriller",Un flic de choc
55,tt0078923,1980,105,Comedy,"C'est pas moi, c'est lui"
56,tt0078926,1980,108,Comedy,Le larron
57,tt0078935,1980,95,"Adventure,Horror",Terreur en Amazonie
59,tt0078936,1980,90,Horror,Les Cannibales
64,tt0078962,1980,120,Drama,Le cheval d'orgueil
65,tt0079007,1980,88,"Drama,History",Le crime de Cuenca
66,tt0079090,1980,101,"Drama,Music",Le Chef d'orchestre
67,tt0079104,1980,91,"Crime,Drama",Secrets érotiques d'Emmanuelle
68,tt0079106,1980,141,"Action,Drama,Romance",L'empreinte des géants
70,tt0079115,1980,93,"Adventure,Crime,Thriller",Les évadées
72,tt0079145,1980,103,"Drama,Thriller",La femme flic
73,tt0079193,1980,96,"Comedy,Drama",Le garage
74,tt0079197,1980,80,"Action,Adventure",Le corps et le fouet
77,tt0079198,1980,108,"Comedy,Drama",Das gefrorene Herz
78,tt0079252,1980,108,"Action,Comedy",Le guignolo
79,tt0079260,1980,87,"Drama,Thriller",Haine
81,tt0079285,1980,88,"Adventure,Horror,Sci-Fi",Saturn 3
82,tt0079293,1980,122,"Adventure,Animation,Drama",Les vengeurs de l'espace
84,tt0079323,1982,87,Thriller,Je suis ton tueur
85,tt0079342,1980,88,Comedy,La baigneuse fait des vagues
88,tt0079358,1982,90,"Action,Drama",La Conspiration de Shaolin
89,tt0079497,1980,96,"Adventure,Drama,War",La légion saute sur Kolwezi
90,tt0079507,1980,90,"Action,Drama",Le champion du kung-fu
91,tt0079509,1983,90,"Action,Adventure,Comedy",La mission fantastique
92,tt0079579,1980,150,"Comedy,Drama,Romance",Moscou ne croit pas aux larmes
93,tt0079617,1980,120,Drama,La vérité sur l'affaire Savolta
94,tt0079619,1980,140,"Comedy,Drama,History",Quelques jours de la vie d'Oblomov
95,tt0079624,1980,88,Comedy,Les bourgeoises de l'amour
96,tt0079630,1980,102,"Comedy,Crime",Le casse de Berkeley Square
98,tt0079642,1980,88,"Adult,Horror",Demonia
100,tt0079718,1980,108,"Action,Comedy,Crime",Pied-plat sur le Nil
101,tt0079735,1980,87,"Action,Crime,Drama",Un flic rebelle
102,tt0079744,1980,75,Drama,En découvrant le vaste monde
103,tt0079746,1980,103,Drama,Le prix de la survie
104,tt0079749,1980,138,"Action,Adventure,Family",Ali Bab et les 40 voleurs
105,tt0079765,1980,137,Comedy,Mon curé va en boîte
106,tt0079788,1980,84,"Adventure,Horror,Mystery",La Terreur des zombies
108,tt0079796,1980,84,"Adult,Comedy",Le retour des veuves
109,tt0079820,1980,83,"Animation,Family,Fantasy",Le roi et l'oiseau
110,tt0079845,1980,120,"Drama,Romance",Le saut dans le vide
111,tt0079854,1980,87,Drama,Sauve qui peut (la vie)
112,tt0079891,1982,100,"Action,Comedy,Drama",Le Temple de Shaolin
113,tt0079899,1982,100,"Action,Romance",Le Chasseur d'aigles et le fils prodigue
114,tt0079915,1983,95,"Comedy,Horror",Jeux de rôles
115,tt0079924,1980,104,"Drama,Music",Solo Sunny
116,tt0080001,1980,118,"Action,Comedy,Drama",Rosy la bourrasque
117,tt0080011,1980,79,"Adult,Comedy",Love Way
118,tt0080031,1980,98,"Biography,Crime,Drama","Tom Horn, le hors-la-loi"
121,tt0080041,1980,120,"Comedy,Musical,Romance",Tous vedettes!
122,tt0080075,1980,85,"Action,Crime,Drama",Vacanze per un massacro
123,tt0080082,1980,106,Drama,Les parents du dimanche
124,tt0080144,1980,92,Action,Les Sept dragons du kung fu
126,tt0080153,1980,89,"Action,Drama","Maître Lee, vainqueur des Mandchous"
127,tt0080164,1981,92,Drama,Au-delà de cette limite votre ticket n'est plus valable
128,tt0080310,1980,107,"Drama,History,War",Héros ou salopards
129,tt0080319,1980,109,Comedy,Comment se débarrasser de son patron
130,tt0080339,1980,88,Comedy,Y a-t-il un pilote dans l'avion?
131,tt0080354,1980,91,"Horror,Sci-Fi,Thriller",L'Incroyable Alligator
132,tt0080355,1981,118,"Drama,War",Allons z'enfants
133,tt0080360,1980,102,"Horror,Sci-Fi,Thriller",Au-delà du réel
134,tt0080361,1980,87,Drama,L'altra donna
135,tt0080362,1981,88,"Horror,Thriller",Le couvent infernal
137,tt0080363,1981,83,Drama,Les élèves de Madame Olga
138,tt0080365,1980,117,"Crime,Drama,Mystery",American Gigolo
141,tt0080377,1980,116,"Action,Comedy",Ça va cogner...
142,tt0080379,1980,96,"Drama,Fantasy,Horror",Pulsions cannibales
144,tt0080380,1980,90,"Music,Musical,Sci-Fi",BIM Stars
145,tt0080388,1980,104,"Crime,Drama,Romance",Atlantic City
146,tt0080402,1980,105,Horror,La Malédiction de la vallée des rois
149,tt0080406,1980,95,Drama,Babylon
150,tt0080408,1980,123,"Drama,Mystery,Thriller",Enquête sur une passion
151,tt0080412,1980,103,"Comedy,Crime,Drama",Revanche à Baltimore
152,tt0080414,1980,83,"Action,Comedy",La vengeance de Liu
153,tt0080415,1980,131,"Comedy,Drama",La banquière
154,tt0080419,1980,109,"Drama,Romance",L'Île des enfants
155,tt0080421,1980,104,"Action,Adventure,Sci-Fi",Les mercenaires de l'espace
156,tt0080431,1980,94,Horror,Les forces de l'au-delà
157,tt0080432,1980,129,"Crime,Drama,Mystery",Pas l'ombre d'un doute
158,tt0080436,1980,95,"Action,Comedy,Crime",Le Chinois
159,tt0080437,1980,113,"Drama,War",Au-delà de la gloire
161,tt0080438,1982,75,Horror,Satan's baby doll
162,tt0080439,1980,107,"Comedy,Romance",Le vieux garçon
163,tt0080440,1981,92,Horror,Le Chat noir
164,tt0080441,1981,104,"Action,Crime",Black Jack
168,tt0080442,1980,113,"Comedy,Crime,Drama",Flics-Frac!
169,tt0080447,1980,112,Drama,Le sang d'Hussain
170,tt0080452,1980,71,Adult,Symphonie érotique
171,tt0080453,1980,104,"Adventure,Drama,Romance",Le lagon bleu
172,tt0080455,1980,133,"Action,Adventure,Comedy",Les Blues Brothers
173,tt0080463,1980,62,"Adult,Romance",Orpheline et débauchée
177,tt0080464,1980,82,Horror,Spectre
178,tt0080465,1980,99,"Action,Drama","Chicanos, chasseur de têtes"
179,tt0080466,1980,72,Drama,Le borgne
180,tt0080469,1980,104,"Drama,Musical",Breaking Glass
181,tt0080470,1980,88,Drama,International Prostitution
182,tt0080472,1980,116,"Action,Adventure,Comedy",Bronco Billy
183,tt0080474,1980,131,"Crime,Drama",Brubaker
184,tt0080475,1980,86,"Action,Drama",Combats de rue
185,tt0080482,1980,100,Drama,Bye Bye Brasil
186,tt0080485,1980,91,"Action,Adventure,Crime",Cabo Blanco
187,tt0080486,1980,102,Horror,Sexo-Canibale
190,tt0080487,1980,98,"Comedy,Sport",Le golf en folie !
192,tt0080488,1980,100,Comedy,Café Express
193,tt0080489,1980,101,Comedy,La Cage aux folles II
194,tt0080490,1981,84,"Adult,Comedy",Sexes en vacances
196,tt0080492,1980,124,"Biography,Comedy,Musical",Rien n'arrête la musique
197,tt0080501,1981,95,Action,L'enfer en 4ème vitesse
199,tt0080503,1980,91,"Horror,Thriller",La Maison au fond du parc
200,tt0080509,1981,105,Comedy,Celles qu'on n'a pas eues...
201,tt0080511,1980,97,"Comedy,Drama",Certaines nouvelles
202,tt0080512,1980,96,"Action,Drama,Mystery",Griffes d'acier contre léopard noir
203,tt0080513,1980,92,"Action,Drama,Sci-Fi",Réaction en chaîne
204,tt0080515,1980,102,"Comedy,Drama",Changement de saisons
205,tt0080516,1980,107,"Horror,Mystery",L'enfant du diable
206,tt0080518,1981,96,"Biography,Drama,War",Charlotte S.
208,tt0080523,1980,97,"Comedy,Crime",Les chiens chauds XXX
209,tt0080527,1980,93,"Horror,Sci-Fi",De si gentils petits... monstres!
210,tt0080530,1980,102,"Action,Comedy,Family",Faut pas pousser!
211,tt0080536,1981,106,Drama,Les âges du coeur
212,tt0080539,1980,139,"Comedy,Drama,Fantasy",La cité des femmes
213,tt0080541,1981,110,"Comedy,Drama,Music",Clara et les Chics Types
214,tt0080543,1980,73,"Adult,Adventure",Le journal érotique d'une Thaïlandaise
217,tt0080545,1980,104,"Adventure,Drama",Force G
219,tt0080549,1980,124,"Biography,Drama,Music",Nashville Lady
220,tt0080552,1980,100,Drama,Cocktail Molotov
221,tt0080554,1982,117,Drama,Colegas
222,tt0080556,1980,123,"Drama,Music,Romance",Le concours
223,tt0080561,1980,87,Drama,La constante
224,tt0080563,1981,100,"Biography,Drama,Romance","Moi, l'autre"
225,tt0080565,1980,98,"Adventure,Comedy,Crime",Le Coup du parapluie
227,tt0080569,1980,102,"Crime,Drama,Mystery",Cruising - La Chasse
228,tt0080576,1981,91,Drama,Quarantaine
229,tt0080603,1980,91,"Adventure,Horror,Mystery",Cauchemar nazi
231,tt0080605,1980,103,"Action,Crime,Drama",Les massacreurs de Brooklyn
233,tt0080606,1980,92,"Comedy,Crime",Crime à Milan
234,tt0080607,1981,82,Horror,La maison du cauchemar
235,tt0080610,1980,131,"Drama,Romance,War",Le dernier métro
236,tt0080611,1981,85,Drama,Dernier été
237,tt0080612,1981,98,Drama,Desperado City
238,tt0080616,1980,152,"Drama,History,War",Allemagne mère blafarde
239,tt0080619,1980,110,"Comedy,Drama",Deux lions au soleil
240,tt0080630,1980,95,Comedy,"Accroche-toi, j'arrive"
241,tt0080634,1980,95,"Comedy,Documentary,Music",Divine Madness
242,tt0080636,1980,90,"Action,Comedy,Horror",Histoire de cannibales
243,tt0080641,1980,119,"Action,Adventure,Drama",Les chiens de guerre
244,tt0080645,1980,94,"Horror,Thriller",Brigade anti-viol
245,tt0080653,1980,152,"Action,Crime,Drama",Dostana
246,tt0080654,1980,88,Comedy,L'infirmière a le bistouri facile
247,tt0080657,1982,98,Drama,Douce enquête sur la violence
248,tt0080660,1980,81,"Comedy,Drama",Trois Suédoises dans l'île aux mille plaisirs
250,tt0080661,1980,104,"Crime,Drama,Mystery",Pulsions
251,tt0080669,1983,93,Adult,Manuela
253,tt0080671,1980,97,"Adventure,Drama",Australia Kid
254,tt0080678,1980,124,"Biography,Drama",Elephant Man
255,tt0080681,1986,77,Adult,Emmanuelle à Cannes
256,tt0080684,1980,124,"Action,Adventure,Fantasy",Star Wars: Épisode V - L'Empire contre-attaque
258,tt0080700,1980,110,Drama,Eugenio
259,tt0080701,1980,75,"Action,Adventure,Comedy",Eva Man
260,tt0080707,1980,104,"Action,Crime,Drama",Exterminator: Le droit de tuer
262,tt0080710,1980,93,"Action,Adventure,Drama",Otages en péril
264,tt0080711,1980,102,"Comedy,Crime,Horror",Fondu au noir
265,tt0080716,1980,134,"Drama,Music,Musical",Fame
266,tt0080717,1981,121,"Action,Comedy",Lady kung fu
267,tt0080718,1980,110,"Drama,Musical",Fantastica
268,tt0080719,1980,97,Comedy,Plus il est con plus il s'en donne l'air
269,tt0080724,1980,93,"Comedy,Drama,Romance",Fatso
271,tt0080728,1981,106,"Drama,Romance",La femme de l'aviateur
273,tt0080730,1980,93,Horror,Fiend
274,tt0080731,1980,100,"Comedy,Crime,Fantasy",Le Complot diabolique du Dr. Fu Manchu
276,tt0080736,1980,103,"Action,Adventure,Sci-Fi","Nimitz, retour vers l'enfer"
277,tt0080738,1980,112,"Crime,Thriller",De plein fouet
278,tt0080743,1980,113,"Action,Drama",L'homme à la lance contre Shaolin
279,tt0080745,1980,111,"Action,Adventure,Sci-Fi",Flash Gordon
280,tt0080749,1980,89,"Horror,Thriller",Fog
281,tt0080750,1980,111,"Comedy,Romance,Sport",Mister gaffes
282,tt0080752,1980,74,"Comedy,Fantasy,Musical",Forbidden Zone
283,tt0080754,1980,117,"Crime,Thriller",La formule
284,tt0080756,1980,106,Drama,"Ça plane, les filles!"
286,tt0080761,1980,95,"Horror,Mystery,Thriller",Vendredi 13
287,tt0080764,1980,89,Horror,Baiser macabre
288,tt0080765,1981,93,Drama,Le trio pervers
289,tt0080766,1980,90,"Action,Crime",Big game: La chasse aux noirs
292,tt0080768,1980,156,"Adventure,Drama,Horror",Virus
293,tt0080771,1980,95,"Comedy,Sci-Fi",Galaxina
294,tt0080774,1981,92,Drama,Deux nuits de plaisir
295,tt0080787,1982,96,"Horror,Thriller",La danse des esprits
296,tt0080793,1980,95,Drama,Girls
297,tt0080798,1980,123,"Crime,Drama,Thriller",Gloria
298,tt0080801,1980,109,"Adventure,Comedy",Les dieux sont tombés sur la tête
299,tt0080802,1980,86,"Drama,Horror",Les yeux du mal
300,tt0080813,1980,103,Music,La Grande Escroquerie du rock'n'roll
301,tt0080815,1980,82,Adult,Théâtre de l'amour
306,tt0080822,1980,94,Comedy,Deux Suédoises à Paris
308,tt0080827,1980,102,"Action,Comedy,Fantasy",L'exorciste chinois
309,tt0080828,1989,100,"Action,Comedy,Horror",L'exorciste chinois 2
310,tt0080830,1980,90,Drama,Guns
311,tt0080836,1980,97,Sci-Fi,Space Connection
312,tt0080842,1980,95,"Drama,Fantasy,Horror",Harlequin
313,tt0080846,1980,90,"Adventure,Fantasy",Voltan le barbare
314,tt0080847,1981,94,Comedy,Y-a-t-il un fantôme dans mon lit ?
315,tt0080850,1980,94,"Horror,Thriller",Noces sanglantes
316,tt0080851,1980,86,Drama,Fatale attraction
318,tt0080853,1980,99,"Drama,Horror,Thriller",Le corbillard
319,tt0080854,1980,110,Drama,Heart Beat
321,tt0080855,1980,219,"Adventure,Drama,Western",La porte du paradis
322,tt0080861,1980,100,"Adventure,Comedy,Family",La coccinelle à Mexico
323,tt0080863,1980,98,"Comedy,Romance",Captain Avenger
324,tt0080868,1980,92,Drama,L'impossible témoin
325,tt0080874,1980,95,Drama,Histoire d'Adrien
326,tt0080880,1980,95,Comedy,Les Motos sauvages
327,tt0080888,1980,119,"Drama,Music,Romance",Show Bus
328,tt0080889,1980,106,"Adventure,Comedy",Jeux d'espions
329,tt0080892,1980,101,"Action,Adult,Adventure",La fin des tortionnaires du camp d'amour n. 2
330,tt0080895,1980,105,"Comedy,Crime",Les nanas jouent et gagnent
331,tt0080899,1981,86,Drama,Plein sud
332,tt0080904,1980,80,"Horror,Sci-Fi",Les monstres de la mer
333,tt0080905,1980,95,"Action,Drama",Le Poing mortel du dragon
334,tt0080907,1980,97,"Action,Biography,Comedy",Le Chasseur
335,tt0080910,1980,157,"Drama,Fantasy,History",L'âge de la Terre
336,tt0080913,1980,117,"Biography,Drama,Music",Le temps du rock'n'roll
337,tt0080916,1980,90,"Drama,Romance",L'immorale
338,tt0080917,1980,97,Comedy,La Bible ne fait pas le moine
339,tt0080923,1980,106,Horror,Inferno
340,tt0080927,1980,77,"Adult,Drama",Insatiable
341,tt0080928,1980,113,"Comedy,Drama,Romance",Rendez-vous chez Max's
342,tt0080929,1980,100,"Comedy,Crime",Inspecteur la Bavure
343,tt0080931,1980,92,"Horror,Sci-Fi,Thriller",L'invasion des zombies
345,tt0080934,1980,109,"Action,Adventure,Drama",L'île sanglante
346,tt0080936,1980,91,"Comedy,Drama",C'est ma chance
347,tt0080939,1981,84,"Drama,Romance",De la vie des estivants
348,tt0080946,1981,96,"Comedy,Drama",Le jardinier
349,tt0080948,1980,115,"Drama,Music,Romance",Le chanteur de jazz
350,tt0080950,1980,105,Comedy,Je vais craquer!!!
351,tt0080951,1980,105,"Comedy,Drama,Romance","Die Männer, die ich liebte"
353,tt0080957,1981,114,Drama,Les jeux de la comtesse Dolingen de Gratz
354,tt0080962,1980,126,"Action,Drama,Sci-Fi",Cataclysme force 7.9
355,tt0080964,1980,90,"Comedy,Drama,Romance",Cute Girl
356,tt0080973,1982,91,Comedy,Les Filles amoureuses du pharmacien
357,tt0080979,1980,180,"Drama,History,War","Kagemusha, l'ombre du guerrier"
361,tt0080997,1980,114,Thriller,L'enlèvement du président
362,tt0081012,1980,79,Drama,La danse du corbeau
363,tt0081027,1981,90,Horror,Le Lac des morts vivants
364,tt0081031,1980,97,"Adventure,Family",Le dernier vol de l'arche de Noé
365,tt0081043,1981,106,Drama,Lenine à Paris - évocation poétique
366,tt0081055,1980,91,Documentary,Nick's Movie
367,tt0081059,1980,173,"Biography,Drama,History",Le Lion du désert
368,tt0081060,1980,96,"Comedy,Drama",Les petites chéries
369,tt0081063,1980,103,"Comedy,Drama,Romance",La puce et le grincheux
370,tt0081070,1980,114,"Crime,Drama,Mystery",Le vendredi rouge
373,tt0081071,1980,100,"Biography,Crime,Western",Le gang des frères James
375,tt0081076,1980,110,"Drama,Romance",Loulou
376,tt0081080,1980,97,Comedy,L'amour à quatre mains
377,tt0081081,1980,97,"Action,Crime,Drama",La Guerre des gangs
378,tt0081086,1980,95,Drama,Lulu
379,tt0081089,1980,95,"Comedy,Crime",Le coucou
380,tt0081097,1980,78,"Action,Comedy,Drama",Saké et karaté
381,tt0081106,1980,84,Drama,Maudits je vous aimerai!
382,tt0081107,1980,90,"Comedy,Horror",Mama Dracula
383,tt0081109,1981,90,"Biography,Drama,History",Nostradamus 1999
384,tt0081110,1980,106,"Comedy,Crime,Mystery",Détective comme Bogart
385,tt0081112,1980,92,"Adventure,Horror",La secte des cannibales
386,tt0081113,1980,127,Drama,Les brumes de l'aube
387,tt0081114,1980,87,"Crime,Drama,Horror",Maniac
388,tt0081130,1980,93,"Comedy,Drama",La Révolution de la confiture
390,tt0081139,1980,110,"Drama,Thriller",Mater amatísima
391,tt0081145,1993,94,"Comedy,Crime,Drama",Kid et le Truand
392,tt0081148,1980,210,"Drama,History",Alexandre le Grand
393,tt0081150,1980,95,"Comedy,Drama",Melvin et Howard
394,tt0081159,1980,112,Comedy,"Une nuit folle, folle"
395,tt0081160,1980,110,Drama,Milka - Un film sur les tabous
396,tt0081163,1980,105,"Crime,Mystery,Thriller",Le miroir se brisa
397,tt0081164,1980,90,"Drama,Mystery",Mystère
398,tt0081165,1980,129,"Drama,Romance",Le mystère d'Oberwald
399,tt0081170,1980,90,Comedy,Les zizis baladeurs
400,tt0081176,1980,125,"Comedy,Drama,Romance",Mon oncle d'Amérique
402,tt0081178,1981,94,"Comedy,Horror,Musical",Le club des monstres
403,tt0081182,1980,130,"Drama,Sci-Fi,Thriller",La mort en direct
404,tt0081184,1980,101,"Comedy,Horror,Thriller",Nuits de cauchemar
405,tt0081186,1980,91,"Comedy,Horror,Thriller",Mother's Day
407,tt0081187,1980,102,"Adventure,Drama,Western",La fureur sauvage
408,tt0081192,1980,97,Drama,Le diabolique Docteur Patman
410,tt0081193,1980,83,"Crime,Horror",Au-delà de la terreur
411,tt0081197,1981,98,"Adventure,Comedy,Drama",Las mujeres de Jeremías
412,tt0081203,1982,95,"Horror,Mystery,Sci-Fi",Meurtre par téléphone
414,tt0081204,1981,82,Documentary,Mur murs
415,tt0081206,1980,38,Documentary,Dalí (1980)
418,tt0081207,1980,96,"Comedy,Drama,Family",Veux-tu être mon garde du corps?
419,tt0081221,1981,92,Comedy,Le noir Erwin
420,tt0081228,1980,100,Drama,Jeux érotiques de nuit
421,tt0081230,1980,101,"Action,Crime,Drama",Fort Bronx
423,tt0081232,1980,104,"Crime,Horror,Mystery",Nightkill
424,tt0081235,1980,129,"Biography,Drama,Music",Nijinsky
425,tt0081236,1986,87,Action,Ninja Champion
427,tt0081237,1980,118,"Comedy,Drama,Horror",La neuvième configuration
428,tt0081248,1981,85,Horror,Le manoir de la terreur
429,tt0081249,1980,94,"Action,Comedy,Crime",Le plus secret des agents secrets
430,tt0081250,1980,92,"Drama,Horror,Mystery",La nuit des traquées
432,tt0081259,1980,103,"Action,Drama,Romance",La fureur du juste
433,tt0081261,1980,89,Comedy,Je hais les blondes
434,tt0081276,1980,100,Comedy,On a volé la cuisse de Jupiter
435,tt0081283,1980,124,Drama,Des gens comme les autres
436,tt0081286,1981,97,"Horror,Mystery",Angoisse
437,tt0081291,1980,94,Drama,Out of the Blue - Garçonne
438,tt0081299,1980,173,Drama,Palermo
439,tt0081309,1980,87,Drama,Pasión prohibida
440,tt0081314,1980,92,"Crime,Horror,Sci-Fi",Le retour de Patrick
441,tt0081315,1980,101,"Comedy,Mystery","Patricia, un voyage pour l'amour"
442,tt0081318,1980,93,Horror,Frayeurs
443,tt0081323,1980,82,Comedy,"Pepi, Luci, Bom et les autres filles du quartier"
444,tt0081330,1980,105,Drama,La petite sirène
445,tt0081334,1980,91,"Drama,Horror,Thriller",Phobia
446,tt0081339,1980,105,"Crime,Drama,Mystery",Pile ou face
447,tt0081350,1980,65,"Adventure,Animation,Family",Jeannot et Mariette
449,tt0081353,1980,114,"Adventure,Comedy,Family",Popeye
450,tt0081363,1981,93,Comedy,Une blonde émoustillante
451,tt0081366,1984,84,Horror,La force
454,tt0081375,1980,109,"Comedy,War",La bidasse
455,tt0081376,1980,91,"Comedy,Mystery",The Private Eyes
456,tt0081383,1980,92,"Horror,Mystery,Thriller",Le Bal de l'horreur
457,tt0081385,1980,107,Drama,La provinciale
458,tt0081387,1981,92,Comedy,Psy
459,tt0081398,1980,129,"Biography,Drama,Sport",Raging Bull
460,tt0081400,1980,115,"Action,Adventure,Drama",La guerre des abîmes
461,tt0081404,1980,99,Action,3 fantastiques ceintures noires
462,tt0081405,1980,105,Drama,Le rebelle
463,tt0081411,1980,85,"Comedy,Fantasy",Rendez-moi ma peau...
464,tt0081414,1980,103,"Drama,Fantasy",Resurrection
465,tt0081415,1981,92,Horror,El retorno del Hombre Lobo
466,tt0081416,1980,117,Drama,Retour à Marseille
467,tt0081421,1980,91,"Mystery,Sci-Fi,Thriller",The Return
468,tt0081429,1980,98,Comedy,La lycéenne fait de l'oeil au proviseur
469,tt0081432,1982,84,"Drama,Horror,Mystery",Black Candles
470,tt0081439,1980,112,"Adventure,Comedy,Crime",Le lion sort ses griffes
471,tt0081441,1980,133,"Drama,Music",Rude Boy
472,tt0081445,1980,96,"Action,Adventure,Drama",Les marais de la mort
473,tt0081447,1980,100,"Action,Adventure",Pour les yeux de Jessica B.
475,tt0081452,1980,88,"Action,Comedy",Ping et Pong
476,tt0081455,1981,103,"Horror,Sci-Fi,Thriller",Scanners
477,tt0081457,1980,96,"Horror,Sci-Fi",Scared to Death
478,tt0081459,1980,89,"Drama,Horror,Mystery",L'Homme aux ciseaux
479,tt0081461,1980,86,"Comedy,Drama",Collégiennes expertes
480,tt0081464,1980,85,"Comedy,Crime,Drama",Les folles nuits d'Ibiza
481,tt0081470,1980,120,"Action,History,War",Le commando de sa majesté
482,tt0081471,1980,85,"Comedy,Fantasy",Filles sans voile
483,tt0081479,1980,91,Drama,Graine d'amour
484,tt0081480,1980,102,"Comedy,Romance",Comme au bon vieux temps
485,tt0081481,1980,82,"Adult,Comedy,Drama",Premières amours
488,tt0081493,1980,87,"Action,Drama",Les 8 guerriers de Shaolin
489,tt0081494,1980,99,"Action,Comedy",Retour à la 36ème chambre
490,tt0081496,1980,84,"Action,Comedy",Le poing magnifique de Shaolin
491,tt0081499,1980,105,"Action,Adventure,Comedy",La Danse du Lion
492,tt0081505,1980,146,"Drama,Horror",Shining
493,tt0081506,1980,85,"Action,Adventure",Shogun Assassin
494,tt0081507,1981,90,"Action,Drama",Black Jim va tout casser
495,tt0081513,1981,90,"Comedy,Mystery",Signé Furax
496,tt0081517,1980,111,"Action,Drama,Sport",La guerre des motos
497,tt0081518,1980,97,"Comedy,Sci-Fi",Simon
498,tt0081519,1980,91,"Crime,Drama,Romance",Symphonie érotique
499,tt0081522,1980,87,"Comedy,Crime",Canards à l'oseille
500,tt0081523,1980,75,"Adult,Romance",Le miroir des fantasmes
501,tt0081528,1980,113,Drama,Un petit cercle d'amis
502,tt0081529,1980,101,"Action,Adventure,Comedy","Tu fais pas le poids, shérif!"
503,tt0081534,1980,103,"Drama,Fantasy,Romance",Quelque part dans le temps
504,tt0081536,1980,114,Comedy,Je suis photogénique
505,tt0081541,1980,92,Comedy,Les sous-doués
507,tt0081546,1980,94,"Comedy,Drama",Traitement spécial
508,tt0081547,1980,120,"Drama,Romance,Sport",Spetters
509,tt0081554,1980,89,"Comedy,Drama",Stardust Memories
510,tt0081562,1980,111,"Comedy,Crime",Faut s'faire la malle...
511,tt0081568,1980,131,"Action,Comedy,Drama",Le diable en boîte
512,tt0081571,1980,75,Adult,Passions brûlantes
513,tt0081573,1980,127,"Action,Adventure,Sci-Fi","Superman II, L'aventure continue"
515,tt0081591,1980,125,"Comedy,Drama,Romance",Les séducteurs
516,tt0081593,1980,86,"Adult,Drama",La belle-mère perverse
517,tt0081609,1981,150,"Action,Crime,Drama",Téhéran 43
519,tt0081611,1980,90,Drama,Tell me...
521,tt0081614,1980,92,"Comedy,Drama,Romance",Tendres cousines
522,tt0081616,1980,150,"Comedy,Drama",La terrasse
523,tt0081617,1980,97,"Horror,Mystery,Thriller",Le monstre du train
525,tt0081619,1980,87,"Crime,Horror,Music",Demon Rock
526,tt0081620,1980,106,"Comedy,Crime,Romance",Theo contre le reste du monde
527,tt0081626,1980,72,"Horror,Mystery,Thriller",Démence
528,tt0081633,1981,116,"Adventure,Comedy,Fantasy","Bandits, bandits..."
